state,dur,sbytes,sttl,sload,dload,swin,synack,ct_state_ttl,ct_srv_dst,ct_src_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,5,5,5,7,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,5,5,5,7,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,39,19,19,39,Generic
INT,4e-06,168,254,168000000.0,0.0,0,0.0,2,2,1,1,7, Reconnaissance 
FIN,2.612035,1662,62,4949.397461,499295.0,255,0.046049,1,1,1,1,1,Exploits
INT,6e-06,1430,254,953333312.0,0.0,0,0.0,2,4,2,1,4, Fuzzers 
INT,5e-06,752,254,601600000.0,0.0,0,0.0,2,4,1,1,4, Fuzzers 
FIN,0.798652,796,62,7182.102051,50765.53906,255,0.060322,1,1,1,1,7,Exploits
INT,9e-06,168,254,74666664.0,0.0,0,0.0,2,2,1,1,1, Reconnaissance 
INT,1.1e-05,760,254,276363648.0,0.0,0,0.0,2,4,3,1,4, Fuzzers 
INT,2e-06,1416,254,2832000000.0,0.0,0,0.0,2,1,3,1,1,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
FIN,0.354708,802,254,16283.81738,5052.042969,255,0.01702,1,1,1,1,1,DoS
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,5e-06,1624,254,1299200000.0,0.0,0,0.0,2,4,2,1,4, Fuzzers 
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,20,20,20,20,Generic
FIN,0.205283,1110,254,38931.62109,8729.412109,255,0.010094,1,1,1,1,1,Exploits
FIN,0.265622,812,62,22016.25,107310.3906,255,0.014234,1,1,2,1,1,Exploits
INT,1.2e-05,1840,254,613333312.0,0.0,0,0.0,2,1,2,1,1, Fuzzers 
FIN,0.282698,770,254,19611.0332,6338.919922,255,0.020057,1,1,1,1,1, Reconnaissance 
FIN,0.349763,718,62,14798.5918,13106.01758,255,0.014304,1,1,1,1,1,DoS
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,24,24,24,24,Generic
INT,2e-06,1550,254,3100000000.0,0.0,0,0.0,2,3,3,1,3, Fuzzers 
INT,1e-06,856,254,3424000000.0,0.0,0,0.0,2,3,3,1,3, Fuzzers 
FIN,0.739361,564,254,5496.638184,3354.247803,255,0.013876,1,1,1,1,1, Reconnaissance 
FIN,0.630828,4458,254,51830.28906,3931.34082,255,0.047993,1,1,1,1,1,Exploits
FIN,1.718658,2344,254,10608.27734,1057681.125,255,0.013355,1,1,1,1,1,Exploits
FIN,0.318023,472,254,10691.05078,12426.77441,255,0.037358,1,1,2,1,1,Backdoor
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
FIN,3.016878,2472,62,6430.48877,804405.125,255,0.049475,1,3,1,1,1,Exploits
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,5e-06,630,254,504000000.0,0.0,0,0.0,2,1,21,1,1, Shellcode 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
FIN,0.391989,816,254,15000.4209,22265.93164,255,0.049191,1,1,1,1,1,DoS
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,21,20,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,5,5,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,5,5,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,5,5,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,1.1e-05,676,254,245818176.0,0.0,0,0.0,2,5,2,1,5, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,5,5,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,5,5,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,19,19,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,4,4,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,4,4,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,7e-06,246,254,140571424.0,0.0,0,0.0,2,1,1,1,1, Shellcode 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,4,4,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,4,4,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,7e-06,1464,254,836571392.0,0.0,0,0.0,2,5,3,1,5, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,35,16,16,35,Generic
INT,1.1e-05,604,254,219636368.0,0.0,0,0.0,2,5,3,1,5, Fuzzers 
FIN,0.649328,8372,254,95779.02344,4447.675293,255,0.011417,1,1,1,1,1,Exploits
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,2e-06,1268,254,2536000000.0,0.0,0,0.0,2,2,2,1,2, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
FIN,0.773368,800,62,7447.941895,25674.71094,255,0.070768,1,1,1,1,1,DoS
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,28,24,24,28,Generic
INT,2e-06,1090,254,2180000000.0,0.0,0,0.0,2,3,1,1,4, Fuzzers 
FIN,1.090185,822,254,5430.270996,2274.843262,255,0.068932,1,1,2,1,4, Reconnaissance 
FIN,0.258044,854,62,23840.89453,37605.98828,255,0.025033,1,1,1,1,1,Exploits
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,6,4,15,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
FIN,0.625531,754,62,8683.822266,30617.1875,255,0.015656,1,1,1,1,1,Exploits
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,6,4,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,6,4,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,15,6,2,15,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,6,4,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,38,38,20,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,15,6,2,15,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,38,38,18,38,Generic
INT,1.2e-05,1902,254,634000000.0,0.0,0,0.0,2,4,1,1,4, Fuzzers 
FIN,0.4814,1032,254,15438.30469,5151.641113,255,0.026832,1,1,2,1,1,Exploits
INT,1.1e-05,1176,254,427636352.0,0.0,0,0.0,2,4,2,1,4, Fuzzers 
INT,1e-05,130,254,52000000.0,0.0,0,0.0,2,1,2,1,1, Shellcode 
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,9,9,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,9,9,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,9,9,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,9,9,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,9,9,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,9,9,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,9,9,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,9,9,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,15,9,9,15,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,11,11,44,Generic
INT,1e-05,378,254,151200000.0,0.0,0,0.0,2,1,1,1,1, Fuzzers 
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
FIN,0.215027,880,254,29466.06641,8333.836914,255,0.014921,1,1,25,1,44, Reconnaissance 
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,25,24,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,8,8,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,8,8,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,8,8,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,8,8,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,8,8,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,8,8,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,8,8,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,43,8,8,44,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,12,12,36,Generic
FIN,0.683803,564,254,5943.231934,3626.775391,255,0.014618,1,1,1,1,1, Reconnaissance 
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,168,254,67200000.0,0.0,0,0.0,2,1,1,1,1, Reconnaissance 
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,36,24,24,36,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,34,21,20,34,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,34,21,20,34,Generic
INT,1e-05,114,254,45600000.0,0.0,0,0.0,2,34,21,20,34,Generic
