srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,stime,ltime,sintpkt,dintpkt,tcprtt,synack,ackdat,is_sm_ips,ct_state_ttl,ct_flw_http,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.1,24371,149.171.126.15,80,tcp,FIN,0.671207,1146,68403,62,252,2,27,http,12908.08887,801231.1875,18,58,255,255,2732594875,2761339664,64,1179,1,32768,2112.03875,1252.674521,1421929288,1421929288,39.482765,10.812579,0.073226,0.020576,0.05265,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,24371,149.171.126.15,80,tcp,FIN,0.671207,1146,68403,62,252,2,27,http,12908.08887,801231.1875,18,58,255,255,2732594875,2761339664,64,1179,1,32768,2112.03875,1252.674521,1421929288,1421929288,39.482765,10.812579,0.073226,0.020576,0.05265,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,33243,149.171.126.13,1723,tcp,FIN,0.446646,1460,354,254,252,2,1,-,23535.41797,5552.495605,10,8,255,255,2641294641,2862827920,146,44,0,0,3388.028676,107.469508,1421929288,1421929288,48.366111,56.234855,0.102938,0.052999,0.049939,0,1,0,0,0,9,9,2,2,2,1,2, Fuzzers,1
175.45.176.2,36156,149.171.126.13,1723,tcp,FIN,0.289198,1588,268,254,252,2,1,-,39557.67188,6196.446289,10,6,255,255,2398150743,1207337819,159,45,0,0,1665.924912,79.730898,1421929288,1421929289,30.853333,46.678398,0.070231,0.055796,0.014435,0,1,0,0,0,9,9,2,2,2,1,2, Fuzzers,1
175.45.176.2,4698,149.171.126.13,1723,tcp,FIN,0.526453,1652,354,254,252,2,1,-,22596.50781,4710.771973,10,8,255,255,4255978365,3952741931,165,44,0,0,3812.595062,113.594578,1421929289,1421929289,56.836889,67.668,0.113892,0.052768,0.061124,0,1,0,0,0,9,9,2,2,2,1,2, Fuzzers,1
175.45.176.1,30362,149.171.126.17,3000,tcp,FIN,0.285624,1468,268,254,252,2,1,-,37027.69922,6273.982422,10,6,255,255,1211175194,4114297222,147,45,0,0,1577.020191,80.374227,1421929289,1421929289,29.701556,53.326,0.067709,0.018991,0.048718,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,35566,149.171.126.13,1723,tcp,FIN,0.446394,1780,354,254,252,2,1,-,28710.06445,5555.630371,10,8,255,255,946138650,1175966875,178,44,0,0,3285.981049,104.742281,1421929290,1421929290,47.862667,55.96443,0.106888,0.054639,0.052249,0,1,0,0,0,9,9,2,2,2,1,2, Fuzzers,1
175.45.176.2,34521,149.171.126.13,1723,tcp,FIN,0.458994,1716,354,254,252,2,1,-,26928.45703,5403.120605,10,8,255,255,2384212637,1617721,172,44,0,0,3443.317149,109.209859,1421929289,1421929290,49.481778,59.280145,0.09721,0.044023,0.053187,0,1,0,0,0,9,9,2,2,2,1,2, Fuzzers,1
175.45.176.2,22294,149.171.126.13,1723,tcp,FIN,0.524127,1844,354,254,252,2,1,-,25337.37109,4731.677734,10,8,255,255,1670040847,3086408658,184,44,0,0,4046.591522,113.484117,1421929290,1421929291,56.487667,66.611289,0.111236,0.057845,0.053391,0,1,0,0,0,9,9,3,3,3,1,3, Fuzzers,1
175.45.176.2,10966,149.171.126.13,1723,tcp,FIN,0.233444,1972,268,254,252,2,1,-,60828.29297,7676.358887,10,6,255,255,4121729456,3202600385,197,45,0,0,1286.767167,57.865777,1421929291,1421929291,25.938222,33.95,0.085201,0.049005,0.036196,0,1,0,0,0,9,9,3,3,3,1,3, Fuzzers,1
175.45.176.2,33225,149.171.126.13,1723,tcp,FIN,0.259142,1908,268,254,252,2,1,-,53036.55859,6915.127441,10,6,255,255,240096513,3017475907,191,45,0,0,1434.897992,72.780641,1421929291,1421929291,26.935444,45.685801,0.105282,0.030709,0.074573,0,1,0,0,0,9,9,3,3,3,1,3, Fuzzers,1
175.45.176.2,42228,149.171.126.13,1723,tcp,FIN,0.474989,1948,258,255,252,0,0,-,28716.45508,3621.136475,8,6,255,255,2521681690,3941111699,244,43,0,0,100.667883,24.459627,1421929292,1421929292,67.85557,16.8344,0.0,0.0,0.0,0,1,0,0,0,7,7,2,2,2,1,2, Fuzzers,1
175.45.176.2,4307,149.171.126.13,1723,tcp,FIN,0.292615,2100,268,254,252,2,1,-,51671.99219,6124.087891,10,6,255,255,2184244984,3681833511,210,45,0,0,1532.549541,70.737242,1421929292,1421929292,30.068889,52.249602,0.052817,0.031363,0.021454,0,1,0,0,0,7,7,2,2,2,1,2, Fuzzers,1
175.45.176.3,52487,149.171.126.14,8080,tcp,FIN,0.276928,886,268,254,252,2,1,http,23052.92383,6470.996094,10,6,255,255,748836112,4034718039,89,45,1,0,1349.119917,63.756883,1421929292,1421929292,27.617667,47.709199,0.070794,0.038375,0.032419,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
175.45.176.2,33694,149.171.126.13,1723,tcp,FIN,0.510958,2164,354,254,252,2,1,-,30499.57031,4853.62793,10,8,255,255,3531506194,3024738138,216,44,0,0,3716.877269,109.669687,1421929292,1421929293,54.130889,67.92557,0.078245,0.035469,0.042776,0,1,0,0,0,7,7,2,2,2,1,2, Fuzzers,1
175.45.176.2,35444,149.171.126.13,1723,tcp,FIN,0.243126,2228,268,254,252,2,1,-,66006.92188,7370.663574,10,6,255,255,2180086332,3580117953,223,45,0,0,1320.39627,47.189008,1421929293,1421929293,25.367667,35.211398,0.096517,0.067037,0.02948,0,1,0,0,0,7,7,2,2,2,1,2, Fuzzers,1
175.45.176.0,42208,149.171.126.17,110,tcp,FIN,3.111495,2934,410868,62,252,7,152,pop3,7430.511719,1053127.25,66,324,255,255,931695234,4207399911,44,1268,0,0,2356.783772,997.36332,1421929291,1421929294,47.869154,9.414922,0.079923,0.058711,0.021212,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,1125,149.171.126.13,80,tcp,FIN,0.459448,1924,268,62,252,2,1,http,30157.92773,3900.33252,10,6,255,255,2819922108,1990441419,192,45,1,0,2569.792821,138.198844,1421929293,1421929294,46.601222,83.039,0.090267,0.044242,0.046025,0,1,1,0,0,2,1,3,1,1,1,1,DoS,1
175.45.176.2,34549,149.171.126.13,1723,tcp,FIN,0.301193,2292,268,254,252,2,1,-,54795.42969,5949.67334,10,6,255,255,3828796589,3971992372,229,45,0,0,1476.470112,58.926984,1421929293,1421929294,29.366333,47.467602,0.085302,0.063845,0.021457,0,1,0,0,0,7,7,3,2,2,1,2, Fuzzers,1
175.45.176.2,36157,149.171.126.13,1723,tcp,FIN,0.441742,2356,268,254,252,2,1,-,38411.5625,4056.666504,10,6,255,255,3414970317,1990061031,236,45,0,0,2920.673032,128.753359,1421929294,1421929294,46.788,75.484203,0.099913,0.064311,0.035602,0,1,0,0,0,7,7,3,2,2,1,2, Fuzzers,1
175.45.176.0,36127,149.171.126.18,80,tcp,FIN,0.250336,4200,268,254,252,3,1,http,123034.6484,7158.379395,12,6,255,255,2756159352,2201080395,350,45,1,0,1138.156798,58.591539,1421929295,1421929295,19.316545,43.395,0.091908,0.033354,0.058554,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,17543,149.171.126.13,1723,tcp,FIN,0.381208,2420,268,254,252,2,1,-,45707.32813,4700.845703,10,6,255,255,1479430008,1984914996,242,45,0,0,2180.152284,102.078688,1421929294,1421929295,41.078444,62.448199,0.131022,0.068963,0.062059,0,1,0,0,0,7,7,1,1,1,1,1, Fuzzers,1
175.45.176.2,33224,149.171.126.13,1723,tcp,FIN,0.492409,2548,354,254,252,2,1,-,37269.83203,5036.463867,10,8,255,255,4198108639,1804041720,255,44,0,0,3651.646977,130.044156,1421929296,1421929296,53.464111,65.03643,0.102237,0.037144,0.065093,0,1,0,0,0,4,4,2,2,2,1,2, Fuzzers,1
175.45.176.2,33356,149.171.126.13,1723,tcp,FIN,0.646322,2484,354,254,252,2,1,-,27676.60742,3837.09668,10,8,255,255,584249873,155457371,248,44,0,0,4320.124592,111.350281,1421929295,1421929296,66.046444,81.88243,0.129521,0.073138,0.056383,0,1,0,0,0,4,4,2,2,2,1,2, Fuzzers,1
175.45.176.3,18011,149.171.126.10,25,tcp,FIN,1.201112,2640,1802,62,252,7,8,smtp,16704.51953,11402.7666,20,20,255,255,642810461,951866130,132,90,0,0,2985.786555,66.952336,1421929294,1421929296,63.216424,61.022738,0.094784,0.041052,0.053732,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,18011,149.171.126.10,25,tcp,FIN,1.201112,2640,1802,62,252,7,8,smtp,16704.51953,11402.7666,20,20,255,255,642810461,951866130,132,90,0,0,2985.786555,66.952336,1421929294,1421929296,63.216424,61.022738,0.094784,0.041052,0.053732,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,false,149.171.126.11,false,ospf,INT,6.696556,10880,0,254,0,0,0,-,12672.78223,0.0,40,0,0,0,0,0,272,0,0,0,194.223172,0.0,1421929290,1421929297,171.706562,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2,DoS,1
175.45.176.1,false,149.171.126.11,false,ospf,INT,6.696556,10880,0,254,0,0,0,-,12672.78223,0.0,40,0,0,0,0,0,272,0,0,0,194.223172,0.0,1421929290,1421929297,171.706562,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2, Fuzzers,1
175.45.176.1,false,149.171.126.11,false,ospf,INT,6.696556,10880,0,254,0,0,0,-,12672.78223,0.0,40,0,0,0,0,0,272,0,0,0,194.223172,0.0,1421929290,1421929297,171.706562,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2, Fuzzers,1
175.45.176.1,false,149.171.126.11,false,ospf,INT,6.696556,10880,0,254,0,0,0,-,12672.78223,0.0,40,0,0,0,0,0,272,0,0,0,194.223172,0.0,1421929290,1421929297,171.706562,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2,DoS,1
175.45.176.1,false,149.171.126.11,false,ospf,INT,6.696556,10880,0,254,0,0,0,-,12672.78223,0.0,40,0,0,0,0,0,272,0,0,0,194.223172,0.0,1421929290,1421929297,171.706562,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2, Fuzzers,1
175.45.176.1,false,149.171.126.11,false,ospf,INT,6.696556,10880,0,254,0,0,0,-,12672.78223,0.0,40,0,0,0,0,0,272,0,0,0,194.223172,0.0,1421929290,1421929297,171.706562,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2, Fuzzers,1
175.45.176.0,35285,149.171.126.10,111,tcp,FIN,1.012033,564,354,254,252,2,1,-,4015.679443,2450.512939,10,8,255,255,1044221809,2539077408,56,44,0,0,8318.094046,207.225812,1421929296,1421929297,112.448111,136.891141,0.094204,0.028151,0.066053,0,1,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.2,9791,149.171.126.13,1723,tcp,FIN,0.278879,2612,268,254,252,2,1,-,67441.4375,6425.726074,10,6,255,255,1990178245,3423635059,261,45,0,0,1581.90074,69.658898,1421929296,1421929297,28.583889,46.333199,0.10801,0.047203,0.060807,0,1,0,0,0,4,4,2,2,2,1,2, Fuzzers,1
175.45.176.2,33254,149.171.126.13,1723,tcp,FIN,0.552522,2676,354,254,252,2,1,-,34880.05859,4488.508789,10,8,255,255,2322551192,4247244740,268,44,0,0,3759.932215,117.504211,1421929297,1421929297,55.629667,72.24343,0.103278,0.046807,0.056471,0,1,0,0,0,4,4,2,2,2,1,2, Fuzzers,1
175.45.176.0,43418,149.171.126.15,20101,tcp,FIN,0.411584,2704,268,254,252,2,1,-,47309.90625,4353.910645,10,6,255,255,3273182476,409134237,270,45,0,0,2319.387532,107.925945,1421929297,1421929298,42.635444,66.776203,0.133826,0.077692,0.056134,0,1,0,0,0,2,1,2,2,1,1,2,DoS,1
175.45.176.0,36826,149.171.126.15,80,tcp,FIN,0.322573,812,1206,62,252,2,2,http,18129.22852,26189.41992,10,8,255,255,3727853771,2568670998,81,151,1,179,1912.365258,68.838516,1421929298,1421929298,35.841444,40.866,0.072294,0.019645,0.052649,0,1,1,0,0,1,1,2,2,1,1,2,DoS,1
175.45.176.3,28595,149.171.126.11,80,tcp,FIN,0.627924,1040,50411,62,252,2,20,http,12421.88477,627668.3125,16,44,255,255,1525899949,1837607325,65,1146,1,24064,2212.972983,1486.74772,1421929299,1421929300,41.861601,13.71021,0.073426,0.018973,0.054453,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,17635,149.171.126.10,111,tcp,FIN,0.657561,564,354,254,252,2,1,-,6180.415039,3771.513184,10,8,255,255,2275429038,951559652,56,44,0,0,5543.800741,136.684656,1421929300,1421929301,71.296667,90.739,0.072198,0.022387,0.049811,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,18678,149.171.126.14,8080,tcp,FIN,0.268933,1026,268,254,252,2,1,http,27486.40039,6663.369629,10,6,255,255,1728923378,2716604332,103,45,1,0,1591.841161,77.801594,1421929302,1421929302,27.796222,48.973398,0.051196,0.024062,0.027134,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,57666,149.171.126.13,80,tcp,FIN,0.264553,770,4998,62,252,2,2,http,20956.10156,136048.3438,10,10,255,255,2058043648,3002952278,77,500,1,2048,1660.873136,2144.286007,1421929303,1421929303,29.394778,26.114222,0.047156,0.023471,0.023685,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,63863,149.171.126.17,25,tcp,FIN,2.960123,497550,4002,62,252,190,8,smtp,1341192.875,10669.82715,386,74,255,255,4264640637,1926136856,1289,54,0,0,844.574737,47.632969,1421929301,1421929304,7.688631,39.986125,0.060454,0.011617,0.048837,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,61691,149.171.126.13,111,tcp,FIN,0.706624,564,354,254,252,2,1,-,5751.291016,3509.645996,10,8,255,255,3651758120,2585646357,56,44,0,0,5564.422446,150.002406,1421929304,1421929305,77.394556,95.256141,0.052312,0.039821,0.012491,0,1,0,0,0,3,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,63383,149.171.126.12,80,tcp,FIN,0.238383,958,268,254,252,2,1,http,28961.79688,7517.314941,10,6,255,255,3943213116,2038184878,96,45,1,0,1293.71442,74.293258,1421929305,1421929305,24.478333,45.095,0.085059,0.012898,0.072161,0,1,1,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.2,20085,149.171.126.11,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929306,1421929306,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,3,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,18990,149.171.126.10,80,tcp,FIN,0.44741,814,4258,62,252,2,3,http,13106.54688,69806.21875,10,12,255,255,3834843541,1511348380,81,355,1,1630,3346.929137,3180.684991,1421929307,1421929308,49.712222,36.06091,0.091402,0.041228,0.050174,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
175.45.176.2,10092,149.171.126.15,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929308,1421929308,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,3,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,38476,149.171.126.16,111,udp,INT,4e-06,168,0,254,0,0,0,-,168000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929310,1421929310,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,49001,149.171.126.11,25,tcp,FIN,2.435221,394662,3608,62,252,152,8,smtp,1292360.75,11662.18652,312,62,255,255,1584832219,1365283413,1265,58,0,0,830.338306,47.176047,1421929309,1421929311,7.830293,39.712,0.070186,0.011732,0.058454,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,15311,149.171.126.18,25,tcp,FIN,0.823417,3863,1764,62,252,8,8,smtp,35831.17578,16283.36523,22,20,255,255,1082277130,1803000816,176,88,0,0,1919.086194,52.396828,1421929311,1421929312,39.210332,39.560633,0.09459,0.061905,0.032685,0,1,0,0,0,1,1,1,2,1,1,1,Exploits,1
175.45.176.3,41475,149.171.126.19,80,tcp,FIN,0.220752,910,268,254,252,2,1,http,29680.36523,8117.706543,10,6,255,255,1176273708,568811848,91,45,1,0,1175.278846,61.564258,1421929312,1421929312,22.258556,38.979,0.076503,0.025853,0.05065,0,1,1,0,0,1,1,1,2,1,1,1,Reconnaissance,1
175.45.176.0,41292,149.171.126.15,80,tcp,FIN,0.225203,982,268,254,252,2,1,http,31402.7793,7957.265625,10,6,255,255,1552257059,1068644178,98,45,1,0,1206.408556,69.517609,1421929313,1421929313,22.982222,42.601,0.062821,0.012195,0.050626,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,31787,149.171.126.14,80,tcp,FIN,0.277943,830,1052,62,252,2,2,http,21500.8125,26509.0332,10,8,255,255,1058397911,1966236253,83,132,1,93,1724.344019,59.309809,1421929314,1421929314,30.882556,34.307145,0.111024,0.027802,0.083222,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
175.45.176.3,50389,149.171.126.10,80,tcp,FIN,0.734619,5764,4394,62,252,6,6,http,59285.15234,44866.79297,18,16,255,255,1758398169,522621909,320,275,2,0,2058.474667,56.221453,1421929315,1421929316,43.212882,48.128398,0.06145,0.011989,0.049461,0,1,0,0,0,2,1,1,1,1,1,1,Generic,1
175.45.176.2,57002,149.171.126.19,25,tcp,FIN,1.115362,75308,2002,62,252,34,8,smtp,532856.5625,13850.21094,74,28,255,255,944117214,3594500810,1018,72,0,0,1224.318664,47.634793,1421929316,1421929317,15.278931,40.657891,0.067916,0.016796,0.05112,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,55978,149.171.126.18,80,tcp,FIN,0.301699,832,268,254,252,2,1,http,19860.85352,5939.694824,10,6,255,255,3038676504,2904818190,83,45,1,0,1660.619422,79.619195,1421929317,1421929317,33.522111,55.962398,0.045292,0.021033,0.024259,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,33663,149.171.126.19,6503,tcp,FIN,0.308066,732,468,254,252,3,2,-,17424.83789,10647.06836,12,8,255,255,3575341216,3001201942,61,59,0,0,1389.428089,59.078789,1421929318,1421929318,26.654727,42.443145,0.058238,0.010954,0.047284,0,1,0,0,0,1,1,1,1,1,1,1,Generic,1
175.45.176.1,18708,149.171.126.10,111,udp,INT,3e-06,168,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929320,1421929320,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,49690,149.171.126.13,50000,tcp,FIN,2.405838,1774,268,254,252,6,1,-,5480.003418,744.854797,14,6,255,255,2042600035,3689736652,127,45,0,0,18808.16857,946.19975,1421929319,1421929321,184.791308,479.170594,0.061577,0.009975,0.051602,0,1,0,0,0,2,1,1,1,1,1,1,Exploits,1
175.45.176.1,34119,149.171.126.15,25,tcp,FIN,0.705227,2660,1730,62,252,7,8,smtp,28665.94727,18649.31445,20,20,255,255,1292064273,933359126,133,87,0,0,1812.079718,44.733703,1421929321,1421929322,37.11721,36.419156,0.053505,0.007594,0.045911,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,40749,149.171.126.17,80,tcp,FIN,0.243153,14368,1282,254,252,6,2,http,446467.8438,36915.02734,18,8,255,255,932596827,2684923600,798,160,1,214,933.311707,45.113773,1421929322,1421929322,14.303117,32.879,0.057595,0.012239,0.045356,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,63047,149.171.126.10,80,tcp,FIN,0.209143,1096,268,254,252,2,1,http,37754.07422,8568.299805,10,6,255,255,211847380,3910574158,110,45,1,0,1078.397965,61.131152,1421929323,1421929323,20.269778,38.817,0.061986,0.015047,0.046939,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,52496,149.171.126.12,111,tcp,FIN,0.632386,564,354,254,252,2,1,-,6426.45459,3921.655273,10,8,255,255,4157210459,2539482838,56,44,0,0,5474.280331,138.703031,1421929324,1421929325,69.792444,88.965,0.056371,0.00962,0.046751,0,1,0,0,0,2,1,1,2,1,1,1,Reconnaissance,1
175.45.176.2,28911,149.171.126.17,15556,tcp,FIN,0.388303,508,354,254,252,2,1,-,9435.929688,6386.764648,10,8,255,255,808354688,1275322164,51,44,0,0,2939.809904,110.437008,1421929325,1421929325,41.573778,52.19743,0.068905,0.022917,0.045988,0,1,0,0,0,2,1,1,2,1,1,1,Shellcode,1
175.45.176.1,55916,149.171.126.13,111,udp,INT,7e-06,168,0,254,0,0,0,-,96000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929326,1421929326,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.3,2349,149.171.126.16,80,tcp,FIN,0.223308,820,5816,62,252,2,3,http,26438.82031,187543.6719,10,10,255,255,2356444425,2203865339,82,582,1,2454,1372.670996,1731.509095,1421929327,1421929327,24.812,23.619,0.051715,0.007459,0.044256,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,28297,149.171.126.18,111,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929328,1421929328,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.3,8056,149.171.126.16,554,tcp,FIN,0.145413,3416,182,254,252,3,1,-,169173.3281,7537.152832,10,4,255,255,2370710048,246871059,342,46,0,0,831.424012,65.796992,1421929329,1421929329,14.189111,46.535,0.049214,0.005804,0.04341,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,7504,149.171.126.14,80,tcp,FIN,0.288435,36964,354,255,252,13,1,http,992168.0625,8598.124023,31,8,255,255,3372942004,2726531147,1192,44,1,0,928.508701,73.099766,1421929330,1421929330,9.614501,39.904715,0.049462,0.006662,0.0428,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,61169,149.171.126.11,25,tcp,FIN,0.847072,48367,1866,62,252,23,8,-,16895.84766,448009.125,52,24,255,255,4025103519,4136098959,930,78,0,0,1211.013304,43.0065,1421929331,1421929332,15.714353,36.169348,0.0,0.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,8999,149.171.126.12,80,tcp,FIN,0.22056,1144,1040,254,252,2,2,http,37359.44922,33006.89063,10,8,255,255,1234908300,94553004,114,130,1,109,1331.889423,53.896613,1421929332,1421929332,24.506667,29.741285,0.053118,0.008447,0.044671,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,35366,149.171.126.18,80,tcp,FIN,0.218373,956,1046,62,252,2,2,http,31542.36133,33557.26172,10,8,255,255,449069144,454593994,96,131,1,98,1322.130805,52.045109,1421929333,1421929333,24.263667,29.033143,0.054119,0.009357,0.044762,0,1,1,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.1,51537,149.171.126.18,21,tcp,FIN,0.763792,602,940,62,252,4,4,ftp,5781.678711,9143.850586,12,14,255,255,3499519788,2918940466,50,67,0,0,4063.551013,3315.275642,1421929333,1421929334,69.435636,55.05623,0.047392,0.047392,0.0,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.1,18825,149.171.126.18,29483,tcp,FIN,0.398333,96,258,254,252,1,0,-,964.017517,4317.995117,2,6,255,255,3265816979,357630185,48,43,0,0,0.0,77.59543,1421929334,1421929335,0.004,50.840398,0.0,0.0,0.0,0,1,0,0,0,2,1,1,1,1,1,1,Exploits,1
175.45.176.1,30902,149.171.126.12,80,tcp,FIN,0.198258,818,11282,62,252,2,5,http,29739.02734,422762.25,10,14,255,255,4149214883,707736680,82,806,0,0,1147.203241,0.0,1421929335,1421929336,22.028667,14.203077,0.056233,0.008346,0.047887,0,1,0,0,0,1,1,1,2,1,1,1,Exploits,1
175.45.176.1,9657,149.171.126.14,111,udp,INT,2e-06,168,0,254,0,0,0,-,336000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929336,1421929336,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,2,1,1,1,Reconnaissance,1
175.45.176.1,57341,149.171.126.14,53,udp,CON,0.009973,116,228,62,252,0,0,dns,46525.62109,91446.90625,2,2,0,0,0,0,58,114,0,0,0.0,0.0,1421929337,1421929337,0.002,0.004,0.0,0.0,0.0,0,3,0,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.1,9278,149.171.126.10,25,tcp,FIN,1.09975,2488,1592,254,252,7,7,-,17196.63477,10940.66797,20,18,255,255,1917156322,3966397783,124,88,0,0,3206.604501,45.554258,1421929339,1421929340,57.881578,41.400059,0.0,0.0,0.0,0,1,0,0,0,1,1,1,2,2,1,1,DoS,1
175.45.176.1,47989,149.171.126.11,25,tcp,FIN,1.355614,92604,2082,62,252,38,8,smtp,540283.625,11879.48828,88,30,255,255,591759706,3139520846,1052,69,0,0,1428.351505,63.165109,1421929338,1421929340,15.58177,45.960691,0.052474,0.006401,0.046073,0,1,0,0,0,1,1,1,2,2,1,1,Exploits,1
175.45.176.3,18543,149.171.126.12,80,tcp,FIN,0.190852,1118,268,254,252,2,1,http,42210.71875,9389.474609,10,6,255,255,2564021392,3303085278,112,45,1,0,1068.048848,64.239207,1421929341,1421929341,21.205778,33.477801,0.056806,0.011476,0.04533,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,63368,149.171.126.12,111,tcp,FIN,0.651122,564,354,254,252,2,1,-,6241.53418,3808.810059,10,8,255,255,3713869589,1335175105,56,44,0,0,5544.003499,139.049813,1421929342,1421929343,70.284222,91.91943,0.051591,0.007676,0.043915,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,30923,149.171.126.16,80,tcp,FIN,0.203117,876,268,254,252,2,1,http,31075.68555,8822.500977,10,6,255,255,2460261649,2499204947,88,45,1,0,1159.634649,72.101641,1421929345,1421929345,22.568556,37.953199,0.051552,0.006006,0.045546,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,53014,149.171.126.19,110,tcp,FIN,1.565271,1394,99568,62,252,7,44,pop3,6889.541504,503355.6563,30,92,255,255,1298035812,292320629,46,1082,0,0,2577.844465,1503.857688,1421929346,1421929347,53.943035,16.655505,0.082242,0.04961,0.032632,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,9133,149.171.126.18,80,tcp,FIN,2.060465,2096,277783,62,252,2,107,http,7936.072266,1073579.0,40,218,255,255,1534271593,1604634547,52,1274,1,134252,2562.918903,1069.699568,1421929346,1421929348,52.832436,9.257945,0.07324,0.048979,0.024261,0,1,1,0,0,2,1,1,2,1,1,1,Exploits,1
